Step,Average Reward
30,4.387483043140292
30,4.386275970718477
30,4.385685011819796
30,4.319018345153129
30,4.319018345153129
30,4.319018345153129
30,4.015527166802462
30,3.949504005308975
30,3.9499786866127957
30,3.9476574890080824
30,3.715531228096564
30,3.4148877229233845
30,3.2791360340184306
30,3.277555212354159
30,3.276939098831025
30,3.510888545687493
30,3.6447896569974523
30,3.7133069012591133
30,3.64470716969319
30,3.6475548428706777
30,3.348081318443452
30,3.2134883664138054
30,2.979538919557338
30,2.8462055862240048
30,2.913463211789353
30,2.912847098266219
30,2.911072247867778
30,2.744405581201112
30,2.8444055812011113
30,2.842555003606117
30,2.842008656399845
30,2.842599615298526
30,2.84445019289352
30,2.9117603647333663
30,2.910055280651787
30,2.909487502675161
30,3.212978681025828
30,3.046312014359161
30,2.817468633489076
30,2.683608824582969
30,2.9157350854944877
30,2.914528013072673
30,2.9169463686442927
30,2.851860523641898
30,2.8518605236418977
30,2.620550451653685
30,2.4184018520127872
30,2.4149106736621206
30,2.2488601205185876
30,2.1155267871852543
30,2.417231871266834
30,2.4833075790348196
30,2.7139013538285743
30,2.849167752061164
30,2.849167752061163
30,2.849783865584297
30,2.8515587159827387
30,3.086209000692194
30,2.9171239784539074
30,3.0177149373525882
30,3.152753354767501
30,2.848588730213891
30,2.6152553968805576
30,2.4128370413089373
30,2.346716721848543
30,2.3498085236231057
30,2.35048196982605
30,2.3475172670481563
30,2.446873761874977
30,2.583054768385798
30,2.5842618408076126
30,2.8848527997062936
30,3.0175426278664474
30,3.086627650104734
30,3.0218940483373236
30,3.2503564471480493
30,3.4537121192107616
30,3.457203297561428
30,3.691180136067941
30,3.8233063969794596
30,3.7566397303127927
30,3.757230689211474
30,3.760586361274186
30,3.4586532963749295
30,3.3241612261662894
30,3.3208055541035773
30,3.3208055541035773
30,3.020132107900635
30,3.187366552543927
30,3.3195411490019535
30,3.3183824121266463
30,3.625186411548511
30,3.857876239708665
30,4.0590349765839715
30,4.126860380125946
30,4.125543428749824
30,4.123610363850567
30,4.425931561455281
30,4.494621489467066
30,4.494621489467066
30,4.494621489467066
30,4.494621489467067
30,4.4940053759439325
30,4.493361870770753
30,4.258095472538163
30,4.128253317555498
30,4.128896822728676
30,4.060379578467016
30,4.059736073293837
30,4.061586650888831
30,4.058356317121896
30,4.125639097311696
30,4.126282602484875
30,4.361549000717465
30,4.496041070926106
30,4.499396742988818
30,4.499396742988818
30,4.795397565752926
30,4.695397565752926
30,4.462632010396218
30,4.263790747271526
30,4.258411813863693
30,4.258411813863693
30,4.2596714325600065
30,4.193620879416473
30,4.194264384589653
30,4.194264384589653
30,4.19364827106652
30,4.257675562864932
30,4.255900712466492
30,4.022567379133158
30,3.7238269978294714
30,3.5887885804145587
30,3.5881724668914248
30,3.8887885804145585
30,3.9548117419080455
30,3.953552123211732
30,4.02080974877708
30,3.9529360096885986
30,3.949971306910706
30,4.021127926040621
30,4.020511812517487
30,3.952585527154507
30,4.017935242445051
30,4.01734428354637
30,4.015023085941658
30,4.013816013519842
30,3.783838352249221
30,3.785045424671036
30,3.8862524970928507
30,4.086868610615984
30,4.0902242826786965
30,4.0896081691555635
30,4.087757591560569
30,4.087141478037434
30,4.085881859341122
30,3.8531646395309225
30,3.7192403472989075
30,3.65198272173356
30,3.652550499710186
30,3.8865273382166987
30,4.183562635438806
30,4.319217166376853
30,4.321856541245107
30,4.320649468823292
30,4.388633086866081
30,4.387474349990773
30,4.387474349990774
30,4.455348089079256
30,4.458312791857149
30,4.457669286683969
30,4.457078327785287
30,4.523744994451954
30,4.525061945828076
30,4.5262690182498915
30,4.227974102331471
30,4.0978711027650725
30,4.327848764035694
30,4.559975024947212
30,4.6921012858587305
30,4.6914851723355975
30,4.623611433247116
30,4.624227546770249
30,4.62481850566893
30,4.690326435460291
30,4.690942548983425
30,4.923068809894942
30,5.056993102126956
30,5.124866841215439
30,5.126717418810433
30,5.125457800114119
30,5.129095949094955
30,5.062429282428288
30,5.0604060210831685
30,5.0555350865605595
30,5.053011062762623
30,5.054785913161064
30,5.054785913161064
30,5.05416979963793
30,4.98624351427495
30,4.98624351427495
30,4.987450586696765
30,4.922043538726411
30,4.9227498486954095
30,4.922749848695409
30,5.222158889796728
30,5.352261889363126
30,5.357640822770959
30,5.291565115002973
30,5.292156073901654
30,5.293415692597967
30,5.3606733181633155
30,5.061316823336495
30,4.929243108699475
30,4.927171511807846
30,4.859888731618046
30,4.858248130862374
30,4.858864244385507
30,4.86018119576163
30,4.857216492983738
30,4.793189201185325
30,4.791872249809202
30,4.859855867851992
30,4.788408463108581
30,4.7916387968755165
30,4.793489374470511
30,4.79413287964369
30,4.79413287964369
30,4.728082326500157
30,4.793043909085244
30,4.791269058686804
30,4.791912563859983
30,4.856728652931654
30,4.854089278063401
30,4.854089278063401
30,4.855296350485217
30,4.789836756240364
30,4.788457000068423
30,4.855739780258223
30,4.7884821546928755
30,4.719964910431215
30,4.652707284865867
30,4.9502889292942465
30,5.013464417610247
30,5.017954370073495
30,5.010925924562998
30,5.013773597740485
30,5.013157484217351
30,4.9413274188844944
30,4.943032502966074
30,4.7731355025324715
30,4.639186055676005
30,4.5732256989783355
30,4.645990055097869
30,4.647630655853542
30,4.580963989186874
30,4.580963989186874
30,4.347039696954861
30,4.110858690444039
30,3.978071704316979
30,3.747156726555265
30,3.544738370983645
30,3.3132556152453065
30,3.0811819006082866
30,2.847232453751819
30,2.7086729169564756
30,2.7735647332247018
30,2.540231399891368
30,2.2429972077268605
30,2.177537613482009
30,2.2442042801486752
30,2.310303168838716
30,2.3127215244103363
30,2.15021948229728
30,2.015626530267633
30,2.08993775596793
30,2.08993775596793
30,2.0887790190926228
30,2.159935638222538
30,2.160551751745672
30,2.393885085079005
30,2.5284780371086515
30,2.5937649476033773
30,2.5924479962272553
30,2.59365506864907
30,2.6590621166194235
30,2.6597355628223665
30,2.8942759685775146
30,2.965107259797791
30,2.798440593131125
30,2.7977970879579455
30,2.863390931845566
30,3.0967242651788984
30,3.3282070209172376
30,3.493168603502325
30,3.631112026774534
30,3.6300392039954876
30,3.7932146923114867
30,4.089832770952862
30,4.219810432223483
30,4.222334456021419
30,4.158759591129316
30,4.157499972433003
30,4.155566907533747
30,4.1544081706584395
30,4.155051675831619
30,4.156368627207741
30,4.159460428982304
30,4.092150257142459
30,4.024867476952658
30,4.024867476952658
30,3.960323112948304
30,3.9609965591512473
30,3.963019820496368
30,3.9601721473188802
30,3.9621052122181366
30,3.960788260842014
30,3.960788260842014
30,4.193448147972404
30,4.495866503544024
30,4.726878639272644
30,4.867435609604777
30,4.866175990908463
30,4.866175990908462
30,4.867881074990041
30,4.802474027019688
30,4.7386550335305095
30,4.805848175769951
30,4.57377446113293
30,4.374282460018154
30,4.372965508642033
30,4.204981890599243
30,4.070489820390603
30,4.302118069642357
30,4.436610139850997
30,4.4359666346778175
30,4.435293188474875
30,4.432769164676938
30,4.49881971782047
30,4.565486384487136
30,4.567336962082131
30,4.631881326086486
30,4.630564374710363
30,4.562517951871755
30,4.56304442744453
30,4.32777802921194
30,4.1260031788135
30,3.892053731957033
30,3.7587203986236997
30,3.754230446160451
30,3.755344571343349
30,3.6849454460285513
30,3.685561559551685
30,3.6867686319735
30,3.7540514121633
30,3.820718078829967
30,3.884537072319146
30,3.8850834195254182
30,4.116566175263758
30,4.3176389980428045
30,4.25228928275226
30,4.486266121258773
30,4.621374304990548
30,4.62369550259526
30,4.624311616118393
30,4.62199041851368
30,4.554064133150701
30,4.555271205572516
30,4.55588731909565
30,4.555296360196968
30,4.482327818989633
30,4.414401533626654
30,4.343413738366098
30,4.405115771265695
30,4.405662118471967
30,4.639611565328434
30,4.840179343305061
30,5.073512676638393
30,5.205586391275414
30,5.142766171898816
30,5.143357130797497
30,5.2106972436671075
30,5.209490171245292
30,4.976156837911959
30,4.678180099257079
30,4.545520212126689
30,4.547160812882362
30,4.318368137782961
30,4.186241876871443
30,4.18569552966517
30,4.250429131432582
30,4.1825028460696005
30,3.9491695127362676
30,3.8158361794029343
30,3.8164796845761138
30,3.7509271430923454
30,3.8188534284553253
30,3.8140726903785813
30,3.8140726903785813
30,3.8140726903785813
30,3.5877146777888593
30,3.523687385990447
30,3.589894443174259
30,3.593599458245015
30,3.5947581951203222
30,3.591910521942835
30,3.5951408557097695
30,3.595756969232903
30,3.599921593786513
30,3.66658826045318
30,3.669970181811806
30,3.6663320328309705
30,3.601515943759298
30,3.8342331635694977
30,4.129362229046889
30,4.26202211617728
30,4.2626130750759605
30,4.49085940296909
30,4.626215997647543
30,4.395847367092102
30,4.0977804319913576
30,4.031113765324692
30,4.265090603831205
30,4.326098901130383
30,4.324248323535388
30,4.39212206262387
30,4.321964217606536
30,4.326128842160146
30,4.326128842160146
30,4.255010878547806
30,4.552486854749868
30,4.683796926738081
30,4.685221992752113
30,4.687155057651369
30,4.456461099186289
30,4.258692658840643
30,4.2548945470970825
30,4.253119696698642
30,4.2483641132463505
30,4.2427057438788625
30,4.2393238225202365
30,4.008311686791616
30,3.7720136506803903
30,3.470854913805083
30,3.339162181227422
30,3.339162181227422
30,3.340421799923735
30,3.2760763308617817
30,3.2073864028499943
30,3.438301380611707
30,3.7369844292355845
30,3.799946080831496
30,3.7999460808314964
30,3.869423443688164
30,3.870014402586845
30,3.8706579077600245
30,3.706838914270845
30,3.5087719791701013
30,3.5094154843432817
30,3.580533447955622
30,3.512752656106057
30,3.512136542582923
30,3.518258022481128
30,3.450274404438338
30,3.6815844764265515
30,3.879879392344972
30,3.810666447482857
30,3.8112342254594824
30,3.813084803054477
30,3.819386677595145
30,3.586669457784945
30,3.519386677595145
30,3.689018047039704
30,3.9914364026113245
30,4.057535291301366
30,4.055684713706372
30,4.056358159909314
30,3.8187036979820914
30,3.7486813592527124
30,3.7498400961280196
30,3.750483601301199
30,3.754188616371955
30,3.754862062574897
30,3.758353240925565
30,3.692302687782032
30,3.6883035105461404
30,3.918789170701986
30,4.049598480237382
30,4.050271926440326
30,4.050862885339006
30,3.8180758992119457
30,3.683583829003305
30,3.680818021167813
30,3.748128193007659
30,3.749445144383782
30,3.749991491590054
30,3.8209792868506094
30,3.818830687209712
30,3.816412331638092
30,3.5830789983047584
30,3.516412331638092
30,3.6850120632040144
30,3.812475687902159
30,3.8112160692058454
30,3.879657586270953
30,3.8796575862709526
30,3.8796575862709535
30,4.185295666240965
30,4.320777599215195
30,4.322037217911509
30,4.322037217911509
30,4.154779592346161
30,4.01892223521489
30,3.9516120633750442
30,4.015957532436998
30,4.019956709672889
30,3.9543628657852694
30,4.021620491350617
30,3.7876137118143407
30,3.585908627732761
30,3.6549936499710483
30,3.557412005542669
30,3.4228715997875203
30,3.4204532442159
30,3.421159554184898
30,3.191624332595126
30,3.058290999261793
30,2.995623509831018
30,2.9973983602294587
30,3.2294720748664787
30,3.528855961343345
30,3.6608723433005554
30,3.4340821648053548
30,3.2001578725733406
30,3.0014748239494633
30,3.002065782848144
30,2.998427633867309
30,2.9959036100693717
30,2.931087520997699
30,2.929827902301385
30,2.6964945689680517
30,2.727188527433131
30,2.860521860766464
30,2.9278320326063105
30,2.92953711668789
30,2.9288936115147104
30,2.997335128579818
30,2.997335128579818
30,3.229408843216838
30,3.3663803255310065
30,3.59971365886434
30,3.6003871050672833
30,3.5337204384006164
30,3.536138793972237
30,3.5347590378002964
30,3.7660691097885093
30,3.898195370700028
30,3.966241793538635
30,3.965625680015501
30,3.9650347211168206
30,3.9676740959850747
30,3.6653528983803616
30,3.764035947004239
30,3.692090530601064
30,3.6568241323684743
30,3.52289984013646
30,3.525221037741173
30,3.2924786633065204
30,3.2228472938619612
30,3.223463407385095
30,3.221612829790101
30,3.2941492050919567
30,3.2293331160202845
30,3.225333938784393
30,2.9932602241473725
30,2.8593107772909057
30,2.7920279971011053
30,2.7253613304344384
30,2.723656246352859
30,2.7896494668165834
30,2.719491621799249
30,2.950891890233327
30,3.1520989626551406
30,3.151455457481961
30,3.1508119523087816
30,3.0847887908152947
30,2.8533060350769555
30,2.7179494403985016
30,2.4840251481664875
30,2.353215838631092
30,2.351192577285972
30,2.421497392933474
30,2.355474231439987
30,2.66260355877149
30,2.895345933206142
30,3.031203290337412
30,3.031203290337412
30,3.2651527371938793
30,3.4014507733051054
30,3.3347841066384385
30,3.568708398870453
30,3.699402357335532
30,3.6964376545576396
30,3.6997933266203518
30,3.863495290509126
30,3.9968286238424593
30,4.058885200570249
30,4.12616798076005
30,4.127282105942949
30,4.127282105942949
30,4.197439950960282
30,4.198056064483415
30,4.198699569656595
30,3.898699569656595
30,3.764750122800128
30,3.8301571707704816
30,4.0622308854075015
30,4.126049878896681
30,4.127900456491675
30,4.120925135748064
30,4.12030902222493
30,4.051709290659008
30,4.119755713497614
30,4.119755713497614
30,4.116182047842686
30,4.11424898294343
30,4.112474132544988
30,4.045807465878322
30,4.045163960705143
30,4.112474132544989
30,4.113733751241302
30,4.114993369937615
30,4.116107495120513
30,4.11549138159738
30,4.182158048264046
30,4.18277416178718
30,4.187384251726057
30,4.187384251726057
30,4.189234829321051
30,4.189234829321051
30,4.187975210624738
30,4.120692430434937
30,4.120048925261758
30,4.420692430434937
30,4.55343480486959
30,4.554050918392723
30,4.3213336985825235
30,4.1575147050933445
30,4.189588419730365
30,4.329223627604366
30,4.330483246300679
30,4.631742864996992
30,4.763696442158385
30,4.76184586456339
30,4.766010489117
30,4.700603441146646
30,4.702378291545088
30,4.7684288446886205
30,4.698914504844468
30,4.697654886148154
30,4.697011380974974
30,4.696367875801795
30,4.761920417285563
30,4.763180035981876
30,4.698218453396789
30,4.698218453396789
30,4.698218453396789
30,4.627705339440054
30,4.627061834266874
30,4.625802215570561
30,4.625802215570561
30,4.690237322582874
30,4.691554273958997
30,4.457577435452483
30,4.326094679714144
30,4.258811899524344
30,4.492145232857677
30,4.72547856619101
30,4.860071518220656
30,4.858220940625662
30,4.856961321929348
30,4.786803476912016
30,4.786803476912016
30,4.491559060364307
30,4.357634768132291
30,4.423041816102645
30,4.357692100812102
30,4.358308214335235
30,4.426615481757574
30,4.427231595280708
30,4.427231595280708
30,4.427231595280708
30,4.428345720463606
30,4.426495142868612
30,4.427111256391745
30,4.426495142868612
30,4.425904183969931
30,4.1940961003219535
30,4.060762766988621
30,3.8274294336552868
30,3.594096100321954
30,2.3105741674994476
30,2.115643241695253
30,1.933707710944671
30,1.8009207248176102
30,2.031835702579323
30,2.266749857576928
30,2.3980115940186333
30,2.398557941224906
30,2.39532760745797
30,2.4575429771789628
30,2.4580893243852353
30,2.3972923663537578
30,2.6325587645863475
30,2.936049942937014
30,3.003390055806624
30,3.071637544137562
30,3.307202437125249
30,3.513300126578115
30,3.515824150376053
30,3.4515758392810065
30,3.453350689679447
30,3.5241819808997246
30,3.450385986901554
30,3.6148210939138674
30,3.7559572007816464
30,3.7599563780175385
30,3.7552837545787034
30,3.753702932914432
30,3.6870362662477656
30,3.6846179106761445
30,3.6821995551045243
30,3.680939936408211
30,3.7779752336303187
30,3.9144003687382156
30,3.914968146714841
30,3.6167429971132825
30,3.453306664213551
30,3.221132067755524
30,3.3189834681146264
30,3.456200320417008
30,3.4586186759886286
30,3.521120718101685
30,3.519803766725562
30,3.51683906394767
30,3.3465342483001677
30,3.1483090986986086
30,3.1460775390442546
30,3.144144474144999
30,3.1422114092457423
30,3.207027498317415
30,2.972487092562267
30,2.8391537592289335
30,3.142791908209769
30,3.273601217745165
30,3.26892859430633
30,3.267668975610017
30,3.3370752008162623
30,3.341074378052153
30,3.1732006389636718
30,3.041642156028779
30,3.0440605116004
30,3.345320130296713
30,3.4803585477116257
30,3.4790415963355033
30,3.4784738183588773
30,3.4791173235320567
30,3.579117323532057
30,3.8078405669265143
30,3.709989166567411
30,3.5772236112107043
30,3.3409255750994777
30,3.2064335048908377
30,3.141083789600293
30,3.139558539914938
30,3.373438220454544
30,3.573438220454544
30,3.5729302215693193
30,3.572339262670638
30,3.5711805257953313
30,3.571771484694012
30,3.8056957769260262
30,3.937096045360103
30,3.9393276050144572
30,3.9399185639131384
30,3.877251074482363
30,3.876660115583682
30,3.8749550315021026
30,3.873695412805789
30,4.107619705037804
30,4.173079299282656
30,4.170660943711035
30,4.170660943711035
30,4.168955859629456
30,4.166634662024743
30,4.095257023598194
30,4.395257023598194
30,4.525360023164592
30,4.527230554563889
30,4.758923287141551
30,4.594107198069878
30,4.697071900847771
30,4.832180084579544
30,4.832180084579545
30,4.8360265318696145
30,4.605111554107901
30,4.296053533455834
30,4.1637546745805
30,3.9298535632705405
30,3.72985356327054
30,3.4953614930619
30,3.361437200829886
30,3.3608462419312053
30,3.3000492838997277
30,3.2988905470244205
30,3.3631388581194672
30,3.3625710801428412
30,3.130351871992406
30,2.83299124686066
30,2.599066954628646
30,2.4312861627790805
30,2.130213340000034
30,1.995620387970387
30,1.9992585369512228
30,1.995921365188447
30,2.067866781591622
30,1.998781759353335
30,2.002628206643404
30,2.0080071400512365
30,2.008533615624011
30,2.3072739969276976
30,2.4393477115647175
30,2.441370972909838
30,2.506720688200382
30,2.506720688200382
30,2.674060801069992
30,2.97927237443199
30,2.880977458513569
30,2.983395814085189
30,3.1851706644836297
30,3.4209223533885837
30,3.5561062643169112
30,3.556106264316911
30,3.617519335871522
30,3.5497798464258086
30,3.5509385833011162
30,3.553356938872736
30,3.7194558275627774
30,4.017432566217657
30,3.950198121574364
30,3.9820062052223415
30,4.284237764876695
30,4.4164123613347215
30,4.479440879020553
30,4.417816468198241
30,4.4217893484555475
30,4.48902379309884
30,4.416698757064686
30,4.414059382196431
30,4.41576446627801
30,4.412534132511075
30,4.411375395635768
30,4.412900645321124
30,4.412900645321124
30,4.411693572899309
30,4.478360239565975
30,4.481590573332911
30,4.714332947767563
30,4.845815703505902
30,4.777374186440794
30,4.544040853107461
30,4.411380965977071
30,4.1119719248757525
30,3.978638591542419
30,3.976705526643163
30,3.9779651453394758
30,3.975000442561584
30,4.046207767462183
30,4.0468512726353625
30,4.346851272635361
30,4.54892286952699
30,4.54892286952699
30,4.550697719925432
30,4.55181184510833
30,4.616246952120643
30,4.610633471107663
30,4.611840543529478
30,4.684165579563634
30,4.683006842688326
30,4.450933128051306
30,4.322089747181221
30,4.323864597579662
30,4.318541236150745
30,4.083433052418971
30,3.9506906779843187
30,3.646526053430709
30,3.5144523387936886
30,3.51504329769237
30,3.5156342565910506
30,3.5834596601330246
30,3.8118283596992883
30,3.941523544051786
30,4.240364807176479
30,4.374341645682993
30,4.444581978004588
30,4.442163622432967
30,4.44270996963924
30,4.207927779846537
30,4.073334827816891
30,3.775109678215331
30,3.642344122858624
30,3.64011256320427
30,3.405572157449122
30,3.27282978301447
30,3.2066895919205773
30,2.976203931764731
30,2.7428705984313977
30,2.6077624146996237
30,2.607762414699624
30,2.838131045255065
30,2.9679732002377306
30,2.9679732002377306
30,2.970391555809351
30,3.2031785419364116
30,3.3348067911881656
30,3.636447391943839
30,3.7735131839253033
30,3.7761525587935574
30,3.7795344801521837
30,3.779534480152184
30,3.7810079355685855
30,3.7815542827748576
30,3.550639305013145
30,3.413814793329145
30,3.4150218657509597
30,3.4150218657509592
30,3.4161806026262664
30,3.650220245928598
30,3.7813220196075776
30,4.084870530638053
30,3.919410936393201
30,3.7877182038155413
30,4.0179374809768
30,4.149039254655778
30,3.9157059213224454
30,4.013931070924005
30,4.2454895538588975
30,4.379981624067538
30,4.379435276861266
30,4.381756474465978
30,4.3822829500387535
30,4.37996175243404
30,4.379318247260859
30,4.381639444865573
30,4.382185792071846
30,4.38161801409522
30,4.378559001650032
30,4.309869073638245
30,4.306487152279619
30,4.306487152279619
30,4.301323753613428
30,4.300777406407155
30,4.532260162145493
30,4.666666318257874
30,4.66605020473474
30,4.432716871401406
30,4.298792579169391
30,3.9987925791693923
30,3.870330180358667
30,3.8655745969063764
30,4.164367524484561
30,4.297133079841268
30,4.298098536372446
30,4.300946209549934
30,4.540149251518455
30,4.675900940423409
30,4.675354593217137
30,4.6080969676517896
30,4.610418165256503
30,4.6051919617944925
30,4.605738309000765
30,4.606852434183663
30,4.539569653993863
30,4.541592915338984
30,4.5446847171135465
30,4.241678829435244
30,4.106412431202655
30,4.167001090924899
30,4.168260709621212
30,4.1695203283175255
30,4.1763243277393896
30,4.178029411820969
30,4.179236484242783
30,4.178690137036511
30,4.175459803269575
30,4.342694247912869
30,4.471576284300528
30,4.770196528128587
30,4.666398416385025
30,4.366989375283707
30,4.232541916767475
30,3.9997763614107678
30,3.869798700140146
30,3.8697987001401466
30,3.9323007422532035
30,3.9316572370800236
30,3.933978434684737
30,3.998496501710506
30,3.998496501710506
30,3.9352811881074086
30,3.9322753004291053
30,3.9317075224524793
30,3.928967963912901
30,3.859070963479299
30,3.852095642735689
30,4.159642188647925
30,4.059642188647924
30,3.864513123170532
30,3.8645131231705325
30,3.798519902706808
30,3.79740577752391
30,3.79740577752391
30,3.7940501054611975
30,3.7930156310031986
30,3.5623216725381193
30,3.397505583466447
30,3.269214505977468
30,3.2685710008042888
30,3.5036791845360633
30,3.8030882256373824
30,3.86872041784605
30,4.1004131504237105
30,4.000413150423711
30,3.802436411768831
30,3.7351787862034835
30,3.667305047115002
30,3.6616466777475134
30,3.663795277388411
30,3.5953537603233037
30,3.6644387825615903
30,3.666898323033621
30,3.5991588335879072
30,3.6679740998954715
30,3.735231725460819
30,3.673016355739826
30,3.667929350299621
30,3.900671724734273
30,4.033437280090981
30,3.9655109947280005
30,4.026079971941801
30,4.026079971941801
30,3.960672923971447
30,3.962821523612345
30,3.9605188263075686
30,4.13041582674117
30,4.295822874711523
30,4.4259258742779215
30,4.422079426987852
30,4.421463313464719
30,4.419822712709046
30,4.488637979016611
30,4.486704914117354
30,4.718831175028872
30,4.9150330632853105
30,4.984223753749915
30,4.983655975773289
30,4.9906312965168995
30,4.991838368938715
30,4.756433438713754
30,4.620681749808799
30,4.5545614303484045
30,4.622868697770744
30,4.625392721568683
30,4.625392721568683
30,4.696032268492656
30,4.696032268492656
30,4.699262602259592
30,4.7677041193247
30,4.8332120491160575
30,4.8400160485379216
30,4.844360507487755
30,4.67705033564791
30,4.477641294546591
30,4.482683550390946
30,4.546119883290677
30,4.609081534886588
30,4.618181577288713
30,4.5541542854903
30,4.549544195551424
30,4.317283684997137
30,4.185157424085619
30,4.189322048639229
30,4.1911726262342235
30,4.193590981805844
30,4.1904991800312805
30,4.257733624674573
30,4.2570601784716295
30,4.254212505294142
30,4.556851880162396
30,4.6907529914723565
30,4.754873379943574
30,4.7560804523653895
30,4.4524423033845535
30,4.315878636284285
30,4.311905756026978
30,4.3142269536316915
30,4.312203692286571
30,4.311587578763437
30,4.246079648972078
30,4.006876607003555
30,3.8025321480537215
30,4.033544283782342
30,4.2318391997007625
30,4.2324553132238965
30,4.229341257051821
30,4.230814712468223
30,4.224354044934353
30,4.225561117356167
30,4.2295802483963625
30,4.463481359706322
30,4.596814693039656
30,4.594583133385302
30,4.5921647778136805
30,4.58816560057779
30,4.590583956149411
30,4.588435356508513
30,4.519918112246852
30,4.5240827368004615
30,4.28860080382623
30,4.155267470492897
30,4.158972485563653
30,4.157765413141838
30,4.4553058726698085
30,4.5891299812304975
30,4.587489380474826
30,4.28628230805301
30,4.1506277771149644
30,4.14839621746061
30,3.910020628282922
30,4.01051140351028
30,4.212216487591858
30,4.212216487591858
30,4.213330612774756
30,4.212123540352942
30,4.215828555423697
30,4.2186762286011845
30,4.151441783957892
30,4.219425402000681
30,4.220016360899362
30,4.221866938494356
30,4.2238901998394764
30,4.2267378730169645
30,4.165394567779215
30,4.165394567779215
30,4.095236722761881
30,4.096817544426153
30,4.163484211092819
30,3.8588115876539844
30,3.960392409318256
30,3.861599481740071
30,3.728882261929871
30,3.727241661174198
30,3.732022399250942
30,3.73476195779052
30,3.671586469474521
30,3.9699458687188485
30,4.102752726479408
30,4.106917351033018
30,4.410800870002065
30,4.3154734934409005
30,4.014314756565594
30,3.8809814232322606
30,3.878342048364005
30,3.878342048364005
30,3.8825066729176156
30,3.8164835114241282
30,3.886948289834356
30,3.8844242660364183
30,3.8838333071377376
30,3.8755452429309276
30,3.63957253472934
30,3.502392754105938
30,3.5637360593436878
30,3.5677352365795794
30,3.573348717592559
30,3.5745074544678657
30,3.5709337888129373
30,3.8709337888129367
30,4.00668547771789
30,4.23769761344651
30,4.369823874358029
30,4.372055434012382
30,4.36973423640767
30,4.3669946778680915
30,4.3657350591717785
30,4.364261603755376
30,4.36478807932815
30,4.362855014428894
30,4.365946816203458
30,4.596188347762228
30,4.666653126172455
30,4.5989519850477905
30,4.599442760275147
30,4.593767369761982
30,4.5873711855540185
30,4.651619496649063
30,4.648980121780809
30,4.646831522139913
30,4.647422481038594
30,4.418378034676179
30,4.5189941481993126
30,4.656173928822715
30,4.658592284394334
30,4.659265730597278
30,4.71981091736574
30,4.7198109173657405
30,4.65507731559833
30,4.658432987661042
30,4.653943035197794
30,4.655057160380692
30,4.656907737975686
30,4.656907737975686
30,4.593205774086912
30,4.596561446149624
30,4.6609965531619375
30,4.66247000857834
30,4.663016355784611
30,4.663016355784611
30,4.664465212243981
30,4.663918865037711
30,4.595228937025922
30,4.6614048284652325
30,4.664760500527944
30,4.603201446397817
30,4.606049119575303
30,4.60661689755193
30,4.603877339012352
30,4.60661689755193
30,4.373899677741731
30,4.47493415219973
30,4.605946287928349
30,4.539279621261683
30,4.23802000256537
30,4.104686669232037
30,4.103721212700859
