Total Loss Numbers
47.036343
31.997126
45.49224
45.26927
20.664112
47.392944
19.349308
46.33264
42.046486
22.919289
43.98322
49.64811
23.018036
42.16353
42.22243
21.755096
43.911297
44.674957
22.68795
52.04502
24.983955
44.43362
43.28596
23.657917
45.665077
21.566826
46.340923
44.69954
45.138496
22.49948
44.525936
42.77179
42.462303
44.994812
21.550156
40.790047
44.369934
21.064142
46.729362
47.457466
44.371147
22.616255
44.802513
23.575672
46.257168
44.194843
48.602043
24.795033
44.246098
22.267885
44.42257
46.049618
53.448364
22.624912
42.47242
40.805454
20.746702
44.478546
42.35408
23.41959
43.74085
43.38716
21.254921
42.405857
43.14419
22.240162
41.664875
20.758879
43.32489
41.183292
22.533504
46.30725
20.571423
40.012108
40.579243
19.05164
45.227222
42.096745
40.952087
21.31992
52.94969
38.854477
19.169132
39.536255
39.729477
41.59492
19.95882
43.502495
40.89792
21.943035
40.48497
38.71376
21.235544
38.846363
38.38571
39.867516
21.520735
37.529472
49.351585
17.39096
36.02209
44.30481
19.821743
35.903008
37.03698
18.931328
38.192013
16.149769
36.336693
35.898468
35.261795
18.456043
36.32434
32.311848
17.904675
31.163681
28.97025
18.6897
29.189417
30.117737
16.27868
19.043882
29.405998
14.790165
602.895
16.13017
17.172256
20.545195
15.556908
28.283817
29.651655
31.442316
24.865776
15.635243
26.105034
41.25645
27.364504
14.064255
30.53811
29.79688
16.408684
20.327309
30.173283
30.546448
16.658308
33.06459
31.608515
20.97541
30.946003
19.473019
32.327362
32.86852
17.925686
42.193146
32.573933
15.792858
37.871105
17.240108
37.3286
33.518387
16.918638
17.095188
18.1144
18.299376
18.588156
16.742302
18.767769
33.76506
36.98927
15.666857
32.64792
34.8039
17.197454
32.585003
33.302673
17.822182
32.608803
34.32899
17.488304
44.58753
35.448288
33.03028
31.637316
32.33231
31.846893
32.31806
42.802567
17.740692
31.759035
0.59574103
1.7715447
1.1885087
2.5273926
16.559212
34.529552
33.725204
19.485912
33.310383
33.557106
33.54471
16.668047
45.51944
34.75612
18.399214
33.910866
17.045229
32.316875
36.592445
15.083822
35.29779
31.749462
16.878574
32.26352
